Travel Start Date,Travel End Date,Origin City,Destination City,Segment Count,Distance,CO2 Emission,Air Expense,Mode
2024-02-01 00:00:00,2024-02-01 00:00:00,London,Frankfurt,1,620.88,169.24,259.12,Air
10/25/21,10/27/21,London,Frankfurt,2,1308.3,321.67,363.72,Air
8/23/21,8/25/21,London,Frankfurt,2,1308.3,321.67,285.22,Air
10/29/23,10/29/23,London,Frankfurt,1,654.15,178.31,459.98,Air
10/16/23,10/20/23,London,Frankfurt,2,1241.76,338.48,488.42,Air
2023-11-12 00:00:00,2023-11-12 00:00:00,London,Frankfurt,1,620.88,169.24,289.12,Air
2023-06-04 00:00:00,2023-06-04 00:00:00,Frankfurt,London,1,620.88,169.24,267.3,Air
2020-11-02 00:00:00,2020-11-02 00:00:00,London,Frankfurt,1,654.15,159.81,141.81,Air
7/14/22,7/14/22,Frankfurt,London,1,620.88,152.66,140.4,Air
3/20/23,3/23/23,London,Frankfurt,2,1241.76,338.48,678.66,Air
3/20/23,3/20/23,London,Frankfurt,1,620.88,169.24,555.46,Air
11/16/23,11/16/23,Frankfurt,London,1,620.88,169.24,343.9,Air
3/28/23,3/31/23,London,Frankfurt,2,1241.76,338.48,353.22,Air
2023-09-11 00:00:00,2023-09-11 00:00:00,Frankfurt,London,1,620.88,169.24,670.6,Air
5/30/22,2022-01-06 00:00:00,London,Frankfurt,2,1241.76,305.31,648.36,Air
3/31/23,3/31/23,Frankfurt,London,1,620.88,169.24,386.3,Air
5/22/23,5/22/23,London,Frankfurt,1,620.88,169.24,269.12,Air
5/22/23,5/22/23,London,Frankfurt,1,620.88,169.24,688.72,Air
7/25/22,7/29/22,London,Frankfurt,2,1241.76,305.31,362.16,Air
2023-06-01 00:00:00,2023-06-01 00:00:00,Frankfurt,London,1,620.88,169.24,171.7,Air
1/13/23,1/13/23,Frankfurt,London,1,620.88,169.24,170.4,Air
9/26/22,9/26/22,London,Frankfurt,1,620.88,152.66,252.46,Air
2023-10-02 00:00:00,2023-10-02 00:00:00,Frankfurt,London,1,620.88,169.24,204.1,Air
11/17/22,11/18/22,London,Frankfurt,2,1308.3,321.67,640.87,Air
3/31/23,3/31/23,Frankfurt,London,1,654.15,178.31,474.6,Air
11/23/22,11/23/22,London,Frankfurt,1,654.15,160.84,266.57,Air
2022-03-05 00:00:00,2022-03-05 00:00:00,London,Frankfurt,1,620.88,152.66,197.46,Air
10/20/23,10/20/23,Frankfurt,London,1,654.15,178.31,490.6,Air
2020-12-02 00:00:00,2020-12-02 00:00:00,Frankfurt,London,1,654.15,159.81,183.1,Air
2023-04-09 00:00:00,2023-07-09 00:00:00,London,Frankfurt,2,1241.76,338.48,436.12,Air
10/22/23,10/22/23,London,Frankfurt,1,620.88,169.24,238.12,Air
2021-08-09 00:00:00,2021-08-09 00:00:00,Frankfurt,London,1,654.15,160.84,361.6,Air
2022-06-06 00:00:00,2022-10-06 00:00:00,London,Frankfurt,2,1241.76,305.31,334.66,Air
4/17/23,4/20/23,London,Frankfurt,2,1241.76,338.48,353.22,Air
2022-01-08 00:00:00,2022-02-08 00:00:00,London,Frankfurt,2,1241.76,305.31,674.66,Air
2023-03-04 00:00:00,2023-03-04 00:00:00,London,Frankfurt,1,620.88,169.24,269.12,Air
12/13/22,12/15/22,London,Frankfurt,2,1241.76,305.31,342.16,Air
2022-06-12 00:00:00,2022-08-12 00:00:00,London,Frankfurt,2,1241.76,305.31,398.16,Air
5/19/23,5/19/23,Frankfurt,London,1,620.88,169.24,171.8,Air
9/23/21,9/23/21,Frankfurt,London,1,620.88,152.66,255.2,Air
2021-05-09 00:00:00,2021-05-09 00:00:00,London,Frankfurt,1,620.88,152.66,159.73,Air
2022-08-02 00:00:00,2022-10-02 00:00:00,London,Frankfurt,2,1308.3,321.67,268.97,Air
5/25/23,5/25/23,Frankfurt,London,1,654.15,178.31,491.7,Air
2022-01-12 00:00:00,2022-02-12 00:00:00,London,Frankfurt,2,1241.76,305.31,370.16,Air
11/23/22,11/23/22,Frankfurt,London,1,654.15,160.84,145.5,Air
4/21/22,4/21/22,Frankfurt,London,1,620.88,152.66,173.0,Air
2022-05-05 00:00:00,2022-05-05 00:00:00,Frankfurt,London,1,620.88,152.66,139.1,Air
11/24/22,11/24/22,Frankfurt,London,1,620.88,152.66,434.46,Air
9/28/22,9/28/22,Frankfurt,London,1,654.15,160.84,492.5,Air
2023-06-11 00:00:00,2023-06-11 00:00:00,London,Frankfurt,1,620.88,169.24,320.12,Air
4/19/22,4/21/22,London,Frankfurt,2,1308.3,321.67,277.27,Air
4/19/22,4/19/22,London,Frankfurt,1,620.88,152.66,167.46,Air
8/30/22,8/31/22,London,Frankfurt,2,1241.76,305.31,979.16,Air
2022-04-09 00:00:00,2022-08-09 00:00:00,London,Frankfurt,2,1241.76,305.31,356.66,Air
2020-10-03 00:00:00,2020-10-03 00:00:00,Manchester,Paris,1,591.02,144.39,102.98,Air
3/13/23,3/13/23,London,Frankfurt,1,620.88,169.24,203.46,Air
2023-11-09 00:00:00,9/14/23,London,Frankfurt,2,1241.76,338.48,408.02,Air
7/27/23,7/27/23,Frankfurt,London,1,620.88,169.24,262.1,Air
2023-07-03 00:00:00,2023-07-03 00:00:00,London,Frankfurt,1,654.15,178.31,215.68,Air
2023-07-09 00:00:00,2023-07-09 00:00:00,Frankfurt,London,1,620.88,169.24,333.0,Air
3/21/22,3/21/22,London,Frankfurt,1,654.15,160.84,141.27,Air
1/20/20,1/20/20,Manchester,Paris,1,591.02,144.39,79.98,Air
2023-02-11 00:00:00,2023-02-11 00:00:00,Frankfurt,London,1,654.15,178.31,291.5,Air
6/27/22,6/27/22,London,Paris,1,348.74,85.75,467.07,Air
2023-03-07 00:00:00,2023-03-07 00:00:00,London,Frankfurt,1,620.88,169.24,238.12,Air
2023-10-07 00:00:00,2023-10-07 00:00:00,London,Frankfurt,1,620.88,169.24,269.12,Air
2022-07-03 00:00:00,2022-09-03 00:00:00,London,Frankfurt,2,1308.3,321.67,426.57,Air
2022-12-09 00:00:00,2022-12-09 00:00:00,London,Frankfurt,1,620.88,152.66,252.46,Air
4/25/23,4/28/23,London,Frankfurt,2,1241.76,338.48,626.42,Air
2020-12-03 00:00:00,2020-12-03 00:00:00,Paris,London,1,309.1,75.51,79.7,Air
2023-05-07 00:00:00,2023-05-07 00:00:00,Frankfurt,London,1,654.15,178.31,228.1,Air
9/22/23,9/22/23,London,Frankfurt,1,620.88,169.24,320.12,Air
7/20/23,7/20/23,Frankfurt,Paris,1,448.83,122.34,283.0,Air
2023-09-06 00:00:00,2023-09-06 00:00:00,Frankfurt,London,1,620.88,169.24,202.5,Air
2023-09-10 00:00:00,2023-09-10 00:00:00,London,Frankfurt,1,620.88,169.24,282.12,Air
2023-06-06 00:00:00,2023-06-06 00:00:00,London,Frankfurt,1,654.15,178.31,214.18,Air
2023-07-12 00:00:00,2023-07-12 00:00:00,Frankfurt,London,1,620.88,169.24,266.1,Air
2022-10-05 00:00:00,5/13/22,London,Frankfurt,2,1241.76,305.31,361.36,Air
5/16/22,5/16/22,London,Frankfurt,1,620.88,152.66,167.46,Air
6/14/22,6/15/22,London,Frankfurt,2,1241.76,305.31,648.76,Air
2022-11-07 00:00:00,2022-11-07 00:00:00,London,Frankfurt,1,620.88,152.66,136.46,Air
7/24/23,7/24/23,London,Frankfurt,1,620.88,169.24,238.12,Air
12/14/23,12/14/23,Frankfurt,London,1,620.88,169.24,297.0,Air
11/29/23,11/29/23,Frankfurt,London,1,620.88,169.24,300.6,Air
9/29/23,9/29/23,Frankfurt,London,1,620.88,169.24,472.7,Air
11/17/21,11/17/21,Frankfurt,London,1,654.15,160.84,365.2,Air
11/13/23,11/13/23,London,Frankfurt,1,620.88,169.24,259.12,Air
6/15/23,6/15/23,Frankfurt,London,1,620.88,169.24,548.0,Air
2023-04-12 00:00:00,2023-04-12 00:00:00,London,Frankfurt,1,620.88,169.24,289.12,Air
5/26/23,5/26/23,Frankfurt,London,1,654.15,178.31,579.4,Air
2023-12-06 00:00:00,2023-12-06 00:00:00,London,Frankfurt,1,620.88,169.24,578.32,Air
2023-03-03 00:00:00,2023-03-03 00:00:00,Frankfurt,London,1,654.15,178.31,585.6,Air
2023-02-10 00:00:00,2023-02-10 00:00:00,London,Frankfurt,1,620.88,169.24,145.12,Air
2023-06-10 00:00:00,2023-06-10 00:00:00,Frankfurt,London,1,620.88,169.24,337.6,Air
9/18/23,9/21/23,London,Frankfurt,2,1241.76,338.48,352.02,Air
11/28/23,11/28/23,London,Frankfurt,1,620.88,169.24,320.12,Air
7/31/23,2023-02-08 00:00:00,London,Frankfurt,2,1241.76,338.48,380.12,Air
10/27/23,10/27/23,Frankfurt,London,1,620.88,169.24,338.8,Air
2023-02-08 00:00:00,2023-02-08 00:00:00,Frankfurt,London,1,620.88,169.24,170.1,Air
7/13/23,7/13/23,Frankfurt,London,1,654.15,178.31,373.0,Air
2023-09-06 00:00:00,2023-09-06 00:00:00,Frankfurt,London,1,620.88,169.24,231.2,Air
2021-07-10 00:00:00,2021-07-10 00:00:00,Frankfurt,London,1,654.15,160.84,257.2,Air
11/22/23,11/22/23,Frankfurt,London,1,620.88,169.24,345.1,Air
1/20/23,1/20/23,Frankfurt,London,1,620.88,169.24,171.9,Air
2020-12-02 00:00:00,2020-12-02 00:00:00,Frankfurt,London,1,616.98,150.73,90.01,Air
1/26/23,1/27/23,London,Frankfurt,2,1308.3,356.62,269.28,Air
9/13/22,9/14/22,London,Frankfurt,2,1308.3,321.67,525.07,Air
11/21/22,11/23/22,London,Frankfurt,2,1308.3,321.67,211.87,Air
8/13/23,8/15/23,London,Frankfurt,2,1308.3,356.62,252.48,Air
2020-11-02 00:00:00,2020-11-02 00:00:00,London,Frankfurt,1,654.15,159.81,141.81,Air
1/16/23,1/19/23,London,Frankfurt,2,1308.3,356.62,293.48,Air
2023-06-02 00:00:00,2023-09-02 00:00:00,London,Frankfurt,2,1308.3,356.62,293.18,Air
1/23/23,1/27/23,London,Frankfurt,2,1308.3,356.62,293.68,Air
1/30/23,2023-03-02 00:00:00,London,Frankfurt,2,1308.3,356.62,293.28,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,556.78,Air
2023-04-09 00:00:00,2023-06-09 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,480.67,Air
2023-12-12 00:00:00,12/15/23,Glasgow,Frankfurt,2,2166.39,396.17,322.47,Air
2023-03-10 00:00:00,2023-05-10 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,441.77,Air
10/24/23,10/24/23,Glasgow,Frankfurt,1,1083.2,198.08,202.37,Air
2023-08-08 00:00:00,2023-10-08 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,496.87,Air
8/21/23,8/24/23,Glasgow,Frankfurt,2,2166.39,396.17,436.57,Air
8/28/23,8/31/23,Glasgow,Frankfurt,2,2166.39,396.17,422.17,Air
2023-10-10 00:00:00,2023-12-10 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,441.77,Air
11/21/23,11/24/23,Glasgow,Frankfurt,2,2166.39,396.17,336.77,Air
2023-07-11 00:00:00,2023-10-11 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,357.17,Air
10/30/23,2023-01-11 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,442.67,Air
9/26/23,9/26/23,Glasgow,Frankfurt,1,1083.2,198.08,202.37,Air
9/19/23,9/19/23,Glasgow,Frankfurt,1,1083.2,198.08,223.77,Air
2023-02-08 00:00:00,2023-03-08 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,411.37,Air
7/24/23,7/26/23,Glasgow,Frankfurt,2,2166.39,396.17,411.37,Air
2023-04-12 00:00:00,2023-08-12 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,422.47,Air
10/31/22,2022-03-11 00:00:00,Glasgow,London,2,1077.94,265.03,305.46,Air
11/14/23,11/17/23,Manchester,Paris,2,1182.04,322.2,219.88,Air
2023-11-01 00:00:00,2023-11-01 00:00:00,London,Frankfurt,1,620.88,169.24,139.46,Air
2023-02-04 00:00:00,2023-06-04 00:00:00,Manchester,Paris,2,1182.04,322.2,597.41,Air
2/13/23,2/13/23,Manchester,Frankfurt,1,832.78,152.29,352.98,Air
2022-01-09 00:00:00,2022-01-09 00:00:00,Frankfurt,London,1,654.15,160.84,594.11,Air
2/21/22,2/24/22,Manchester,Frankfurt,2,1665.56,251.53,696.38,Air
11/27/23,11/27/23,Manchester,Frankfurt,1,832.78,152.29,255.68,Air
9/18/22,2022-01-10 00:00:00,London,Paris,2,697.48,171.49,133.27,Air
6/20/22,6/23/22,Manchester,Frankfurt,2,1665.56,251.53,661.8,Air
2022-02-08 00:00:00,2022-05-08 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,669.4,Air
2022-03-05 00:00:00,2022-05-05 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,432.77,Air
2023-04-07 00:00:00,2023-07-07 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,334.57,Air
2023-12-06 00:00:00,6/16/23,Manchester,Frankfurt,2,1665.56,304.58,491.77,Air
5/23/23,5/26/23,Manchester,Frankfurt,2,1665.56,304.58,405.77,Air
5/29/23,2023-01-06 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,485.07,Air
8/23/22,8/26/22,Manchester,Frankfurt,2,1665.56,377.28,666.8,Air
2022-08-08 00:00:00,2022-11-08 00:00:00,Manchester,Frankfurt,2,1665.56,314.41,688.9,Air
8/16/22,8/19/22,Manchester,Frankfurt,2,1665.56,314.41,695.9,Air
7/25/22,7/28/22,Manchester,Frankfurt,2,1665.56,251.53,709.1,Air
2023-03-04 00:00:00,2023-07-04 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,400.81,Air
4/17/23,4/21/23,Manchester,Frankfurt,2,1665.56,304.58,330.11,Air
4/24/23,4/28/23,Manchester,Frankfurt,2,1665.56,304.58,330.11,Air
2/27/23,2023-03-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,383.28,Air
2/20/23,2/24/23,Manchester,Frankfurt,2,1665.56,304.58,382.68,Air
3/20/23,3/24/23,Manchester,Frankfurt,2,1665.56,304.58,290.28,Air
2023-06-03 00:00:00,2023-10-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,275.78,Air
1/30/23,2023-01-02 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,396.58,Air
2023-07-02 00:00:00,2023-10-02 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,290.28,Air
1/24/23,1/26/23,Manchester,Frankfurt,2,1665.56,304.58,476.98,Air
2023-05-09 00:00:00,2023-08-09 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,300.97,Air
8/28/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,444.97,Air
2024-02-01 00:00:00,2024-11-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,461.48,Air
6/27/22,6/30/22,Manchester,Frankfurt,2,1665.56,251.53,412.5,Air
6/13/22,6/16/22,Manchester,Frankfurt,2,1665.56,251.53,557.1,Air
5/17/22,5/19/22,Manchester,Frankfurt,2,1665.56,251.53,434.17,Air
2022-09-05 00:00:00,2022-12-05 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,883.27,Air
9/20/22,9/23/22,Manchester,Frankfurt,2,1665.56,377.28,617.1,Air
8/14/23,8/18/23,Manchester,Frankfurt,2,1665.56,304.58,411.47,Air
8/21/23,8/25/23,Manchester,Frankfurt,2,1665.56,304.58,390.67,Air
2023-04-12 00:00:00,2023-07-12 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,260.88,Air
11/27/23,11/30/23,Manchester,Frankfurt,2,1665.56,304.58,295.88,Air
2023-12-12 00:00:00,12/19/23,Manchester,Frankfurt,2,1665.56,304.58,260.88,Air
2023-10-07 00:00:00,7/14/23,Manchester,Frankfurt,2,1665.56,304.58,615.67,Air
7/17/23,7/21/23,Manchester,Frankfurt,2,1665.56,304.58,467.17,Air
2023-01-08 00:00:00,2023-04-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,431.47,Air
2023-07-08 00:00:00,2023-10-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,431.47,Air
2023-12-09 00:00:00,9/20/23,Manchester,Frankfurt,2,1665.56,304.58,444.97,Air
5/15/23,5/18/23,Manchester,Frankfurt,2,1665.56,304.58,341.87,Air
10/16/23,10/26/23,Manchester,Frankfurt,2,1665.56,304.58,355.47,Air
11/13/23,11/23/23,Manchester,Frankfurt,2,1665.56,304.58,259.88,Air
11/21/22,11/25/22,Manchester,Frankfurt,2,1665.56,251.53,287.58,Air
2022-08-11 00:00:00,2022-11-11 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,427.38,Air
2022-01-11 00:00:00,2022-04-11 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,472.98,Air
2022-07-06 00:00:00,2022-09-06 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,434.0,Air
5/23/22,5/25/22,Manchester,Frankfurt,2,1665.56,251.53,643.27,Air
2023-02-05 00:00:00,2023-05-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,316.27,Air
2022-05-09 00:00:00,2022-09-09 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,438.9,Air
2023-11-04 00:00:00,4/14/23,Manchester,Frankfurt,2,1665.56,304.58,451.31,Air
2022-04-07 00:00:00,2022-07-07 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,400.9,Air
11/28/22,2022-02-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,317.78,Air
2022-05-12 00:00:00,2022-08-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,412.98,Air
2022-10-10 00:00:00,10/13/22,Manchester,Frankfurt,2,1665.56,251.53,394.8,Air
10/18/22,10/21/22,Manchester,Frankfurt,2,1665.56,251.53,285.0,Air
9/26/22,9/29/22,Manchester,Frankfurt,2,1665.56,251.53,794.8,Air
2023-10-10 00:00:00,10/13/23,Manchester,Frankfurt,2,1665.56,304.58,378.57,Air
2022-08-11 00:00:00,2022-09-11 00:00:00,Manchester,Paris,2,900.12,221.31,219.36,Air
6/23/22,6/23/22,Glasgow,London,1,517.26,127.18,250.99,Air
2022-09-11 00:00:00,2022-09-11 00:00:00,Paris,London,1,382.12,93.95,129.8,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,London,Frankfurt,2,1308.3,356.62,368.28,Air
2/27/23,2023-03-03 00:00:00,London,Frankfurt,2,1308.3,356.62,232.98,Air
3/13/23,3/16/23,London,Frankfurt,2,1308.3,356.62,199.48,Air
3/28/23,3/31/23,London,Frankfurt,2,1308.3,356.62,376.28,Air
2023-06-02 00:00:00,2023-10-02 00:00:00,London,Frankfurt,2,1308.3,356.62,293.68,Air
1/23/23,1/27/23,London,Frankfurt,2,1308.3,356.62,268.98,Air
2023-06-03 00:00:00,2023-10-03 00:00:00,London,Frankfurt,2,1308.3,356.62,255.18,Air
1/30/23,2023-03-02 00:00:00,London,Frankfurt,2,1308.3,356.62,287.88,Air
2/20/23,2/24/23,London,Frankfurt,2,1308.3,356.62,293.68,Air
4/24/23,4/28/23,London,Frankfurt,2,1308.3,356.62,345.08,Air
5/17/23,5/17/23,Frankfurt,London,2,654.54,178.42,524.3,Air
2023-05-06 00:00:00,2023-09-06 00:00:00,London,Frankfurt,2,1308.3,356.62,268.78,Air
5/22/23,5/26/23,London,Frankfurt,2,1308.3,356.62,369.38,Air
3/20/23,3/24/23,London,Frankfurt,2,1308.3,356.62,291.68,Air
5/30/23,2023-02-06 00:00:00,London,Frankfurt,2,1308.3,356.62,314.08,Air
2023-03-04 00:00:00,2023-06-04 00:00:00,London,Frankfurt,2,1308.3,356.62,576.08,Air
4/17/23,4/21/23,London,Frankfurt,2,1308.3,356.62,298.88,Air
2022-12-05 00:00:00,2022-12-05 00:00:00,London,Paris,1,348.74,85.75,60.07,Air
2022-07-04 00:00:00,2022-07-04 00:00:00,London,Paris,1,348.74,85.75,128.07,Air
2023-04-12 00:00:00,12/14/23,Manchester,Frankfurt,2,1665.56,304.58,330.88,Air
10/23/23,2023-02-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,430.67,Air
9/25/23,2023-05-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,635.17,Air
11/20/23,11/30/23,Manchester,Frankfurt,2,1665.56,304.58,330.18,Air
2023-06-11 00:00:00,11/16/23,Manchester,Frankfurt,2,1665.56,304.58,330.18,Air
2023-04-09 00:00:00,2023-08-09 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,445.47,Air
2023-11-09 00:00:00,9/21/23,Manchester,Frankfurt,2,1665.56,304.58,665.57,Air
2023-09-10 00:00:00,10/19/23,Manchester,Frankfurt,2,1665.56,304.58,460.37,Air
8/22/20,8/22/20,London,Paris,1,348.74,85.2,198.87,Air
5/29/23,2023-01-06 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,575.27,Air
3/13/23,3/15/23,Manchester,Frankfurt,2,1665.56,304.58,476.68,Air
1/23/23,1/27/23,Glasgow,Frankfurt,2,2166.39,396.17,374.77,Air
4/24/23,4/28/23,Glasgow,Frankfurt,2,2166.39,396.17,413.37,Air
2023-12-06 00:00:00,6/15/23,Glasgow,Frankfurt,2,2166.39,396.17,407.17,Air
2023-06-03 00:00:00,2023-10-03 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,374.27,Air
2022-06-09 00:00:00,2022-06-09 00:00:00,Glasgow,Frankfurt,1,1083.2,163.58,216.79,Air
12/13/23,12/15/23,Glasgow,London,2,1109.97,302.56,349.03,Air
2023-09-10 00:00:00,2023-11-10 00:00:00,Glasgow,London,2,1109.97,302.56,227.03,Air
10/26/22,10/28/22,Glasgow,London,2,1109.97,272.91,292.89,Air
9/19/22,9/23/22,London,Frankfurt,2,1241.76,305.31,312.26,Air
9/18/23,9/22/23,London,Frankfurt,2,1241.76,338.48,269.12,Air
6/26/23,6/30/23,London,Frankfurt,2,1241.76,338.48,352.02,Air
11/30/22,11/30/22,Frankfurt,London,1,620.88,152.66,573.0,Air
2022-02-12 00:00:00,2022-02-12 00:00:00,Frankfurt,London,1,620.88,152.66,463.0,Air
2/20/23,2/20/23,London,Frankfurt,1,620.88,169.24,124.46,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,London,Frankfurt,2,1241.76,338.48,269.52,Air
2023-03-04 00:00:00,2023-03-04 00:00:00,London,Frankfurt,1,620.88,169.24,126.12,Air
3/20/23,3/20/23,London,Frankfurt,1,620.88,169.24,153.46,Air
3/20/23,3/20/23,London,Frankfurt,1,620.88,169.24,555.46,Air
2022-09-05 00:00:00,5/13/22,London,Frankfurt,2,1241.76,305.31,251.56,Air
7/17/22,7/21/22,London,Frankfurt,2,1241.76,305.31,335.16,Air
1/23/23,1/26/23,London,Frankfurt,2,1241.76,338.48,289.16,Air
2023-12-06 00:00:00,6/16/23,London,Frankfurt,2,1241.76,338.48,352.22,Air
2022-05-12 00:00:00,2022-08-12 00:00:00,London,Frankfurt,2,1241.76,305.31,256.86,Air
2023-11-09 00:00:00,9/15/23,London,Frankfurt,2,1241.76,338.48,296.12,Air
9/20/22,9/20/22,London,Frankfurt,1,620.88,152.66,185.46,Air
2022-07-11 00:00:00,2022-11-11 00:00:00,London,Frankfurt,2,1241.76,305.31,209.96,Air
2023-06-02 00:00:00,2023-09-02 00:00:00,London,Frankfurt,2,1241.76,338.48,370.66,Air
3/24/23,3/24/23,Frankfurt,London,1,620.88,169.24,215.0,Air
2023-06-04 00:00:00,2023-06-04 00:00:00,Frankfurt,London,1,620.88,169.24,322.3,Air
6/13/22,6/16/22,London,Frankfurt,2,1241.76,305.31,648.76,Air
6/26/23,6/26/23,London,Frankfurt,1,620.88,169.24,238.12,Air
5/22/23,5/26/23,London,Frankfurt,2,1241.76,338.48,380.82,Air
5/22/23,5/22/23,London,Frankfurt,1,620.88,169.24,558.72,Air
7/17/23,7/21/23,London,Frankfurt,2,1241.76,338.48,351.82,Air
5/17/22,5/19/22,London,Frankfurt,2,1241.76,305.31,334.76,Air
2023-01-10 00:00:00,2023-05-10 00:00:00,London,Frankfurt,2,1308.3,356.62,304.18,Air
11/15/22,11/18/22,London,Paris,2,650.02,159.82,54.54,Air
2023-09-01 00:00:00,1/13/23,London,Frankfurt,2,1241.76,338.48,284.56,Air
2022-01-12 00:00:00,2022-01-12 00:00:00,London,Frankfurt,1,620.88,152.66,185.46,Air
3/28/23,3/28/23,London,Frankfurt,1,620.88,169.24,157.12,Air
2/24/23,2/24/23,Frankfurt,London,1,620.88,169.24,263.6,Air
2023-10-03 00:00:00,2023-10-03 00:00:00,Paris,London,1,348.74,95.06,155.8,Air
2023-07-03 00:00:00,2023-11-03 00:00:00,London,Paris,2,650.02,177.18,106.59,Air
3/27/23,3/27/23,Glasgow,London,2,1109.97,302.56,408.03,Air
1/20/20,1/24/20,Manchester,Paris,2,1182.04,288.77,231.74,Air
1/22/20,1/22/20,Manchester,Paris,1,591.02,144.39,50.54,Air
2023-09-01 00:00:00,2023-12-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,539.68,Air
5/23/23,5/30/23,Manchester,Frankfurt,2,1665.56,304.58,460.67,Air
2022-06-12 00:00:00,2022-08-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,395.08,Air
2023-12-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,705.57,Air
6/19/23,6/21/23,Manchester,Frankfurt,2,1665.56,304.58,565.37,Air
2023-06-11 00:00:00,2023-09-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,577.58,Air
2023-10-10 00:00:00,2023-01-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,408.07,Air
2023-06-03 00:00:00,2023-09-03 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,291.18,Air
2/13/23,2/16/23,Manchester,Frankfurt,2,1665.56,304.58,352.28,Air
9/22/23,9/29/23,Manchester,Frankfurt,2,1665.56,304.58,407.77,Air
2/20/23,2/23/23,Manchester,Frankfurt,2,1665.56,304.58,371.88,Air
11/20/23,11/24/23,Manchester,Frankfurt,2,1665.56,304.58,260.38,Air
11/21/22,11/24/22,Manchester,Frankfurt,2,1665.56,251.53,288.08,Air
2022-08-11 00:00:00,2022-10-11 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,663.68,Air
11/28/22,2022-01-12 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,288.08,Air
11/14/22,11/17/22,Manchester,Frankfurt,2,1665.56,251.53,598.98,Air
2023-04-12 00:00:00,2023-12-12 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,319.98,Air
10/16/23,10/20/23,Manchester,Frankfurt,2,1665.56,304.58,266.47,Air
12/13/22,12/15/22,Manchester,Frankfurt,2,1665.56,251.53,395.08,Air
3/13/23,3/16/23,Manchester,Frankfurt,2,1665.56,304.58,476.88,Air
2023-09-08 00:00:00,2023-10-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.27,Air
8/14/23,8/17/23,Manchester,Frankfurt,2,1665.56,304.58,446.27,Air
2024-02-01 00:00:00,2024-09-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,426.68,Air
11/14/23,11/17/23,Manchester,Frankfurt,2,1665.56,304.58,312.38,Air
10/31/23,2023-03-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.97,Air
8/21/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,325.67,Air
3/29/23,3/31/23,Manchester,Frankfurt,2,1665.56,304.58,802.08,Air
7/31/23,2023-03-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,446.37,Air
