Unnamed: 0,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Mileage,Carbon Emission,Ticket Expense,nonuk
926,0,2021-11-22,2021-11-25,Middlesbrough,Blackburn,Middlesbrough - Blackburn,Yes,Online,2,20367.0,306.73,12.60676,89.4,False
928,0,2022-01-17,2022-01-17,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
929,0,2022-02-14,2022-02-18,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
930,0,2022-07-02,2022-11-02,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
931,0,2022-02-21,2022-02-25,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
932,0,2022-10-01,2022-10-01,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
933,0,2022-03-14,2022-03-18,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,348.0,False
934,0,2022-01-31,2022-03-02,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
935,0,2022-01-24,2022-01-28,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
936,0,2022-07-03,2022-09-03,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,348.0,False
937,0,2022-04-01,2022-07-01,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
938,0,2022-02-28,2022-04-03,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
939,0,2022-02-23,2022-02-25,Middlesbrough,West Drayton,Middlesbrough - West Drayton,Yes,Online,2,20367.0,802.13,32.96756,342.0,False
945,0,2023-04-20,2023-04-20,Moreton (Merseyside),London Euston,Moreton (Merseyside) - London Euston,Yes,Online,2,20298.0,704.06,28.93689,347.8,False
948,0,2022-05-12,2022-05-12,Motherwell,Cardiff Central,Motherwell - Cardiff Central,No,Online,2,15758.0,1210.34,49.74496,218.5,False
950,0,2022-12-05,2022-05-13,Motherwell,Manchester Piccadilly,Motherwell - Manchester Piccadilly,Yes,Online,2,26717.0,658.89,27.08022,149.8,False
951,0,2020-01-14,2020-01-15,Motherwell,Manchester Piccadilly,Motherwell - Manchester Piccadilly,Yes,Online,2,27448.0,658.89,27.08022,70.55,False
970,0,2022-05-12,2022-05-12,Motherwell,Newport (South Wales),Motherwell - Newport (South Wales),No,Online,1,15758.0,589.54,24.23024,218.5,False
972,0,2023-12-19,2023-12-19,Motherwell Station,Manchester Piccadilly Station,Motherwell Station - Manchester Piccadilly Station,Yes,Online,1,15758.0,339.79,13.96545,37.4,False
973,0,2021-08-16,2021-08-16,Newark North Gate,Edinburgh,Newark North Gate - Edinburgh,Yes,Online,1,23233.0,396.53,16.29733,80.0,False
974,0,2023-11-10,2023-11-10,Newcastle,Glasgow Central,Newcastle - Glasgow Central,No,Online,1,15758.0,242.63,9.97206,48.4,False
998,0,2022-07-04,2022-07-04,Newport (South Wales),Bearsted,Newport (South Wales) - Bearsted,Yes,Online,1,14792.0,283.96,11.67068,54.2,False
1004,0,2022-08-09,2022-08-09,Newport (South Wales),Ebbsfleet International,Newport (South Wales) - Ebbsfleet International,Yes,Online,1,14792.0,276.52,11.36515,133.2,False
1005,0,2022-09-15,2022-09-15,Newport (South Wales),Ebbsfleet International,Newport (South Wales) - Ebbsfleet International,Yes,Online,1,14792.0,276.52,11.36515,133.2,False
1007,0,2022-10-10,2022-10-10,Newport (South Wales),Hayes & Harlington,Newport (South Wales) - Hayes & Harlington,Yes,Online,1,15538.0,200.65,8.2469,45.6,False
1008,0,2023-11-29,2023-11-29,Newport (South Wales),London Paddington,Newport (South Wales) - London Paddington,Yes,Online,1,15688.0,219.84,9.03545,50.2,False
1009,0,2023-11-29,2023-11-29,Newport (South Wales),London Paddington,Newport (South Wales) - London Paddington,Yes,Online,1,15757.0,219.84,9.03545,49.0,False
1013,0,2023-04-18,2023-04-21,Newport (South Wales),London Paddington,Newport (South Wales) - London Paddington,Yes,Online,2,31752.0,439.61,18.0678,274.0,False
1014,0,2023-06-07,2023-06-07,Newport (South Wales),Macclesfield,Newport (South Wales) - Macclesfield,Yes,Online,1,15757.0,257.76,10.59379,77.6,False
1015,0,2023-08-15,2023-08-15,Newport (South Wales),Manchester Piccadilly,Newport (South Wales) - Manchester Piccadilly,Yes,Online,1,24784.0,281.81,11.58225,35.0,False
1017,0,2022-10-20,2022-10-20,Newport (South Wales),Moreton (Merseyside),Newport (South Wales) - Moreton (Merseyside),Yes,Online,1,20298.0,258.84,10.63847,74.1,False
1020,0,2022-02-14,2022-02-14,Newport (South Wales),Stockport,Newport (South Wales) - Stockport,Yes,Online,1,15538.0,279.27,11.47804,75.5,False
1021,0,2022-10-02,2022-10-02,Newport (South Wales),Stockport,Newport (South Wales) - Stockport,Yes,Online,1,27093.0,279.27,11.47804,26.5,False
1022,0,2022-02-14,2022-02-14,Newport (South Wales),Stockport,Newport (South Wales) - Stockport,Yes,Online,3,19444.0,837.47,34.41994,53.0,False
1023,0,2022-02-11,2022-02-11,Newport (South Wales),Stockport,Newport (South Wales) - Stockport,Yes,Online,3,19444.0,837.47,34.41994,105.8,False
1026,0,2022-11-21,2022-11-23,Newton Abbot,Heathrow Terminal 5 (Rail Station Only),Newton Abbot - Heathrow Terminal 5 (Rail Station Only),Yes,Online,2,15661.0,548.94,22.56152,178.4,False
1027,0,2020-11-02,2020-11-02,Newton Abbot,Heathrow Terminal 5 (Rail Station Only),Newton Abbot - Heathrow Terminal 5 (Rail Station Only),Yes,Online,1,15661.0,274.57,11.28483,102.3,False
1028,0,2022-11-10,2022-12-10,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1029,0,2023-05-16,2023-05-17,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1030,0,2021-08-12,2021-09-12,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,109.0,False
1031,0,2023-07-29,2023-07-30,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,113.2,False
1032,0,2023-09-21,2023-09-22,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1033,0,2023-09-26,2023-09-27,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1034,0,2023-04-18,2023-04-18,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1035,0,2023-09-03,2023-09-03,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15527.0,602.1,24.74612,113.2,False
1036,0,2023-11-29,2023-11-30,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1037,0,2023-07-03,2023-10-03,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1038,0,2022-07-12,2022-08-12,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1039,0,2023-06-20,2023-06-20,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1040,0,2022-10-17,2022-10-18,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1041,0,2023-10-01,2023-11-01,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,4,15661.0,1204.19,49.49223,141.4,False
1042,0,2022-08-09,2022-09-09,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1043,0,2023-03-27,2023-03-27,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1044,0,2021-10-18,2021-10-18,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,142.2,False
1045,0,2023-01-31,2023-02-02,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1046,0,2023-02-10,2023-03-10,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1047,0,2023-05-06,2023-07-06,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1048,0,2023-05-04,2023-06-04,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,149.7,False
1049,0,2022-05-26,2022-05-27,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15661.0,602.1,24.74612,141.4,False
1050,0,2022-04-10,2022-04-10,Newton Abbot,London Paddington,Newton Abbot - London Paddington,Yes,Online,2,15527.0,602.1,24.74612,141.4,False
1057,0,2022-12-05,2022-05-13,Nitshill,Manchester Piccadilly,Nitshill - Manchester Piccadilly,Yes,Online,2,27715.0,708.71,29.12793,98.3,False
1058,0,2020-02-13,2020-02-13,Northampton,Stockport,Northampton - Stockport,Yes,Agent Assisted,1,19444.0,216.22,8.88667,78.8,False
1060,0,2020-04-03,2020-04-03,Paris Est,Strasbourg,Paris Est - Strasbourg,Unknown,Agent Assisted,1,27633.0,489.19,2.93513,70.54,True
1061,0,2023-01-17,2023-01-17,Paris Gare De Lyon,Frankfurt (Main) Hbf,Paris Gare De Lyon - Frankfurt (Main) Hbf,Unknown,Agent Assisted,1,14792.0,569.34,3.41604,79.72,True
1062,0,2020-11-12,2020-11-12,Paris Montparnasse,Dax,Paris Montparnasse - Dax,Unknown,Agent Assisted,1,26959.0,727.64,4.36586,76.38,True
1063,0,2021-09-08,2021-09-08,Peterborough,Edinburgh,Peterborough - Edinburgh,Yes,Online,1,23233.0,475.28,19.5341,66.0,False
1064,0,2021-08-23,2021-08-23,Peterborough,Edinburgh,Peterborough - Edinburgh,Yes,Online,1,23233.0,475.28,19.5341,66.0,False
1065,0,2021-07-19,2021-07-23,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,2,23233.0,1034.5,42.51802,193.5,False
1066,0,2021-07-26,2021-07-26,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,No,Online,1,23233.0,517.67,21.27626,138.0,False
1067,0,2021-01-06,2021-01-06,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,No,Online,1,23233.0,517.67,21.27626,105.5,False
1068,0,2021-12-07,2021-12-07,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,66.0,False
1069,0,2021-10-05,2021-10-05,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,56.0,False
1070,0,2021-06-14,2021-06-14,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,66.0,False
1071,0,2021-06-28,2021-06-28,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,66.0,False
1072,0,2021-07-06,2021-07-06,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,66.0,False
1073,0,2021-02-08,2021-02-08,Peterborough,Glasgow Queen Street,Peterborough - Glasgow Queen Street,Yes,Online,1,23233.0,517.67,21.27626,66.0,False
1074,0,2021-06-09,2021-06-09,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,507.9,20.87458,55.5,False
1075,0,2021-09-13,2021-09-13,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,507.9,20.87458,55.5,False
1076,0,2021-06-09,2021-10-09,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,2,23233.0,1014.6,41.70007,195.0,False
1077,0,2021-09-27,2021-09-27,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,507.9,20.87458,61.5,False
1078,0,2021-09-20,2021-09-20,Peterborough,Livingston South,Peterborough - Livingston South,Yes,Online,1,23233.0,507.9,20.87458,61.5,False
1081,0,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,1056.81,43.4347,229.0,False
1082,0,2021-04-10,2021-04-10,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,1,14792.0,352.53,14.48892,113.9,False
1083,0,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,1056.81,43.4347,229.0,False
1084,0,2020-02-20,2020-02-20,Preston (Lancs),London Euston,Preston (Lancs) - London Euston,No,Online,3,14792.0,1056.81,43.4347,229.0,False
1085,0,2020-02-20,2020-02-20,Preston (Lancs),Manchester Victoria,Preston (Lancs) - Manchester Victoria,Yes,Online,3,19444.0,170.43,7.00451,21.3,False
1086,0,2020-02-21,2020-02-21,Preston (Lancs),Manchester Victoria,Preston (Lancs) - Manchester Victoria,Yes,Online,3,24784.0,170.43,7.00451,21.3,False
1087,0,2023-06-12,2023-06-12,Reading,London Paddington,Reading - London Paddington,Yes,Online,1,15661.0,64.1,2.6347,23.9,False
1094,0,2023-06-06,2023-06-06,Runcorn,London Euston,Runcorn - London Euston,Yes,Online,1,20298.0,318.97,13.10964,196.3,False
1095,0,2020-02-13,2020-02-14,Runcorn,London Euston,Runcorn - London Euston,Yes,Online,2,20298.0,636.06,26.14204,92.1,False
1103,0,2021-11-11,2021-11-11,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,3,23933.0,75.91,3.11991,24.6,False
1104,0,2021-12-16,2021-12-16,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,3,23933.0,75.91,3.11991,24.6,False
1105,0,2021-11-11,2021-11-11,Rye House,Tottenham Hale,Rye House - Tottenham Hale,Yes,Online,1,23933.0,25.16,1.03397,12.3,False
1106,0,2020-02-14,2020-02-14,Rye House,Walkden,Rye House - Walkden,Yes,Online,2,24688.0,655.24,26.93018,225.15,False
1107,0,2020-07-02,2020-07-02,Rye House,Walkden,Rye House - Walkden,Yes,Online,1,24688.0,327.08,13.44299,97.3,False
1128,0,2022-07-21,2022-07-21,St Pancras International,Paris Gare Du Nord,St Pancras International - Paris Gare Du Nord,Unknown,Agent Assisted,1,15538.0,461.12,2.76674,600.0,True
1129,0,2022-02-25,2022-02-25,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,314.15,12.91162,66.1,False
1130,0,2022-02-14,2022-02-14,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,2,20047.0,628.3,25.82324,66.1,False
1131,0,2022-02-14,2022-02-14,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,314.15,12.91162,66.1,False
1132,0,2022-07-02,2022-07-02,Stalybridge,London Euston,Stalybridge - London Euston,Yes,Online,1,15688.0,314.15,12.91162,66.1,False
1133,0,2022-02-21,2022-02-21,Stalybridge,Manchester Airport,Stalybridge - Manchester Airport,Yes,Online,1,15688.0,25.7,1.05608,6.4,False
1135,0,2020-12-03,2020-03-13,Stansted Airport,London Liverpool Street,Stansted Airport - London Liverpool Street,Yes,Online,2,29802.0,112.83,4.63727,30.7,False
1136,0,2021-03-08,2021-03-08,Staplehurst,London Waterloo East,Staplehurst - London Waterloo East,Yes,Online,2,14790.0,143.97,5.91726,23.4,False
1137,0,2022-02-02,2022-02-02,Stevenage,London Kings Cross,Stevenage - London Kings Cross,Yes,Online,1,23933.0,50.99,2.0956,15.9,False
1139,0,2020-10-02,2020-10-02,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,1,23933.0,312.98,12.86365,176.0,False
1140,0,2020-01-28,2020-01-28,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,2,23933.0,625.89,25.72397,396.0,False
1141,0,2020-02-03,2020-03-03,Stockport,Broxbourne,Stockport - Broxbourne,Yes,Online,2,23933.0,625.89,25.72397,396.0,False
1142,0,2022-04-14,2022-04-14,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,3,27756.0,883.37,36.30649,68.0,False
1143,0,2022-09-02,2022-09-02,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,1,15538.0,294.55,12.10606,28.0,False
1144,0,2022-12-19,2022-12-20,Stockport,Cardiff Central,Stockport - Cardiff Central,Yes,Online,2,27093.0,588.82,24.20044,92.9,False
1145,0,2023-05-24,2023-05-24,Stockport,Ebbsfleet International,Stockport - Ebbsfleet International,Unknown,Agent Assisted,2,14790.0,725.86,29.8329,79.0,False
1147,0,2023-11-20,2023-11-20,Stockport,Glossop,Stockport - Glossop,Yes,Online,2,34220.0,44.74,1.83896,10.4,False
1150,0,2022-11-21,2022-11-23,Stockport,Heathrow Terminal 5 (Rail Station Only),Stockport - Heathrow Terminal 5 (Rail Station Only),Yes,Online,2,15612.0,626.81,25.76195,140.6,False
1151,0,2021-12-08,2021-12-08,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,95.9,False
1152,0,2023-10-27,2023-10-27,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,34.0,False
1153,0,2022-12-20,2022-12-20,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,97.6,False
1154,0,2021-11-16,2021-11-17,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,17726.0,632.56,25.99832,100.0,False
1155,0,2020-10-02,2020-10-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,19444.0,316.44,13.00555,183.0,False
1156,0,2023-04-24,2023-04-24,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,103.4,False
1157,0,2023-11-24,2023-11-24,Stockport,London Euston,Stockport - London Euston,No,Online,1,15538.0,316.44,13.00555,114.0,False
1158,0,2020-02-25,2020-02-25,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,20298.0,316.44,13.00555,180.0,False
1159,0,2021-10-18,2021-10-18,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,38.0,False
1160,0,2022-11-24,2022-11-24,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,316.44,13.00555,149.1,False
1161,0,2020-01-30,2020-01-30,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,316.44,13.00555,159.0,False
1162,0,2022-11-23,2022-11-23,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1163,0,2023-12-06,2023-12-06,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1164,0,2020-03-03,2020-03-03,Stockport,London Euston,Stockport - London Euston,No,Online,3,14792.0,949.0,39.00387,217.0,False
1165,0,2022-09-02,2022-09-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,316.44,13.00555,161.1,False
1166,0,2023-06-07,2023-06-07,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.87,26.0111,184.7,False
1167,0,2020-01-30,2020-01-30,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,17726.0,632.56,25.99832,366.0,False
1168,0,2023-10-31,2023-10-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,316.44,13.00555,37.0,False
1169,0,2020-02-18,2020-02-18,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,632.56,25.99832,366.0,False
1170,0,2022-01-31,2022-01-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,316.44,13.00555,164.5,False
1171,0,2022-01-31,2022-01-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,23933.0,316.44,13.00555,164.5,False
1172,0,2023-01-18,2023-01-19,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15612.0,632.56,25.99832,97.6,False
1173,0,2023-08-03,2023-08-03,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,21739.0,632.56,25.99832,369.4,False
1174,0,2020-11-02,2020-11-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,24651.0,316.44,13.00555,118.0,False
1175,0,2023-06-07,2023-07-07,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,103.4,False
1176,0,2020-06-03,2020-06-03,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,316.44,13.00555,81.0,False
1177,0,2020-02-28,2020-02-28,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,632.56,25.99832,85.0,False
1178,0,2023-07-03,2023-10-03,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,20298.0,632.56,25.99832,103.4,False
1179,0,2022-03-27,2022-03-27,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,73.8,False
1180,0,2022-03-22,2022-03-22,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,27093.0,316.44,13.00555,56.5,False
1181,0,2022-03-23,2022-03-23,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,68.3,False
1182,0,2020-12-02,2020-12-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,24651.0,632.56,25.99832,214.5,False
1183,0,2020-01-16,2020-01-16,Stockport,London Euston,Stockport - London Euston,No,Online,1,14792.0,316.44,13.00555,81.0,False
1184,0,2023-02-10,2023-02-10,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,103.4,False
1185,0,2020-08-01,2020-09-01,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,19444.0,632.56,25.99832,343.0,False
1186,0,2022-02-21,2022-02-21,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1187,0,2022-04-14,2022-04-14,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,44.7,False
1188,0,2021-11-15,2021-11-15,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,65.8,False
1189,0,2020-10-19,2020-10-19,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,152.0,False
1190,0,2023-09-22,2023-09-22,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,103.4,False
1191,0,2023-09-02,2023-09-02,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15682.0,632.56,25.99832,369.4,False
1192,0,2023-11-16,2023-11-16,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1193,0,2023-07-31,2023-07-31,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1194,0,2023-06-06,2023-06-06,Stockport,London Euston,Stockport - London Euston,Yes,Online,2,15538.0,632.56,25.99832,369.4,False
1195,0,2022-10-19,2022-10-19,Stockport,London Euston,Stockport - London Euston,No,Online,2,17726.0,632.56,25.99832,510.0,False
1196,0,2023-06-15,2023-06-15,Stockport,London Euston,Stockport - London Euston,Yes,Online,1,15538.0,316.44,13.00555,184.7,False
1197,0,2023-05-17,2023-05-17,Stockport,Newport (South Wales),Stockport - Newport (South Wales),Yes,Online,2,23933.0,558.2,22.9419,93.0,False
1198,0,2023-07-24,2023-07-24,Stockport,Newport (South Wales),Stockport - Newport (South Wales),Yes,Online,1,15538.0,278.93,11.46386,82.9,False
1199,0,2023-11-27,2023-11-27,Stockport,Newport (South Wales),Stockport - Newport (South Wales),Yes,Online,1,15688.0,278.93,11.46386,48.6,False
1200,0,2023-09-01,2023-09-01,Stockport,Newport (South Wales),Stockport - Newport (South Wales),Yes,Online,1,15612.0,278.93,11.46386,32.0,False
1201,0,2020-01-13,2020-01-13,Stockport,Rye House,Stockport - Rye House,Yes,Online,1,23933.0,318.98,13.11005,176.0,False
1239,0,2020-03-02,2020-03-02,Stockport,West Drayton,Stockport - West Drayton,Yes,Online,1,27093.0,310.51,12.76187,74.0,False
1240,0,2022-06-12,2022-06-12,Stockport,West Drayton,Stockport - West Drayton,Yes,Online,2,27093.0,621.02,25.52373,71.8,False
1241,0,2020-03-02,2020-05-02,Stockport,West Drayton,Stockport - West Drayton,Yes,Online,2,27093.0,620.11,25.48665,122.15,False
1243,0,2023-10-25,2023-10-25,Stockport,West Drayton,Stockport - West Drayton,Yes,Online,1,15538.0,310.51,12.76187,201.6,False
1244,0,2022-06-12,2022-06-12,Stockport,West Drayton,Stockport - West Drayton,Yes,Online,1,27093.0,310.51,12.76187,71.8,False
1261,0,2020-02-29,2020-02-03,Strasbourg,St Pancras International,Strasbourg - St Pancras International,Unknown,Agent Assisted,2,27633.0,1584.39,9.50633,288.16,True
1265,0,2023-05-10,2023-05-10,Stratford International,Ebbsfleet International,Stratford International - Ebbsfleet International,Yes,Online,1,14799.0,34.22,1.40625,20.1,False
1266,0,2022-05-05,2022-05-05,Stratford International,Ebbsfleet International,Stratford International - Ebbsfleet International,Yes,Online,1,14792.0,34.22,1.40625,19.0,False
1267,0,2022-08-25,2022-08-25,Stratford International,Ebbsfleet International,Stratford International - Ebbsfleet International,Yes,Online,1,14790.0,34.22,1.40625,19.0,False
1269,0,2023-11-12,2023-11-12,Tamworth,Livingston North,Tamworth - Livingston North,Yes,Online,1,0.0,487.9,20.05249,81.0,False
1270,0,2023-04-12,2023-08-12,Tamworth,Livingston North,Tamworth - Livingston North,Yes,Online,2,0.0,975.79,40.10494,158.9,False
1271,0,2023-11-12,2023-12-15,Tamworth,Livingston North,Tamworth - Livingston North,Yes,Online,4,0.0,1951.58,80.20987,158.9,False
1283,0,2021-01-12,2021-01-12,Tottenham Hale,Rye House,Tottenham Hale - Rye House,Yes,Online,1,23933.0,25.6,1.05197,12.3,False
1284,0,2021-05-25,2021-05-25,Tottenham Hale,Rye House,Tottenham Hale - Rye House,Yes,Online,1,23933.0,25.6,1.05197,8.9,False
1285,0,2022-01-31,2022-01-31,Tottenham Hale,Rye House,Tottenham Hale - Rye House,Yes,Online,1,23933.0,25.6,1.05197,8.9,False
1302,0,2020-11-02,2020-11-02,Ware (Herts),London Liverpool Street,Ware (Herts) - London Liverpool Street,Yes,Online,2,23933.0,72.3,2.97166,14.1,False
1303,0,2020-11-02,2020-11-02,Ware (Herts),Seven Sisters,Ware (Herts) - Seven Sisters,Yes,Online,1,23933.0,28.29,1.16284,14.1,False
1304,0,2021-05-27,2021-05-27,Ware (Herts),Tottenham Hale,Ware (Herts) - Tottenham Hale,Yes,Online,1,23933.0,27.79,1.14217,11.1,False
1326,0,2023-03-16,2023-03-16,West Drayton,Cardiff Central,West Drayton - Cardiff Central,Yes,Online,2,27093.0,429.82,17.6658,139.7,False
1328,0,2020-01-30,2020-01-30,West Drayton,London Paddington,West Drayton - London Paddington,Yes,Online,2,24651.0,50.73,2.08483,19.1,False
1329,0,2020-02-26,2020-02-26,West Drayton,London Paddington,West Drayton - London Paddington,Yes,Online,2,29423.0,50.73,2.08483,19.0,False
