Unnamed: 0,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Mileage,Carbon Emission,Ticket Expense,nonuk
1333,0,2020-05-02,2020-05-02,West Drayton,Stockport,West Drayton - Stockport,Yes,Online,1,27093.0,309.61,12.72478,95.3,False
1334,0,2020-02-19,2020-02-19,West Drayton,Stockport,West Drayton - Stockport,Yes,Online,3,27093.0,929.72,38.21144,213.65,False
1335,0,2020-06-02,2020-06-02,West Drayton,Stockport,West Drayton - Stockport,Yes,Online,2,27093.0,620.11,25.48665,213.65,False
1336,0,2022-05-26,2022-05-26,West Drayton,Stockport,West Drayton - Stockport,Yes,Online,1,27093.0,309.61,12.72478,187.5,False
1337,0,2021-04-21,2021-04-21,West Drayton,Stockport,West Drayton - Stockport,Yes,Online,3,27093.0,929.72,38.21144,216.3,False
1340,0,2023-09-20,2023-09-20,Weston-super-Mare,London Paddington,Weston-super-Mare - London Paddington,Yes,Online,2,15397.0,449.8,18.48674,268.0,False
1341,0,2023-03-07,2023-04-07,Weston-super-Mare,London Paddington,Weston-super-Mare - London Paddington,Yes,Online,2,15397.0,449.8,18.48674,116.3,False
1343,0,2022-10-26,2022-10-27,Wickford,Manchester Piccadilly,Wickford - Manchester Piccadilly,Yes,Online,2,29802.0,719.08,29.55419,106.6,False
1344,0,2022-12-08,2022-12-08,Wickford,Stratford (London),Wickford - Stratford (London),Yes,Online,2,29802.0,86.48,3.5543,30.1,False
1345,0,2022-07-29,2022-07-29,Wickford,Stratford (London),Wickford - Stratford (London),Yes,Online,2,29802.0,86.48,3.5543,30.1,False
1351,0,2023-03-15,2023-03-15,Wilmslow,Newport (South Wales),Wilmslow - Newport (South Wales),No,Online,2,15757.0,518.19,21.29779,139.5,False
1354,0,2020-01-19,2020-01-19,Wilmslow,Ware (Herts),Wilmslow - Ware (Herts),Yes,Online,1,23933.0,293.85,12.07736,97.3,False
1355,0,2020-02-03,2020-02-03,Witham,London Liverpool Street,Witham - London Liverpool Street,Yes,Online,1,24812.0,71.0,2.91802,27.2,False
