Origin City,Destination City,Routing,Segment Count,Distance,CO2 Emission,Air Expense,Road Distance,Origin Country,Destination Country,Travel Type,Train_CO2 Emission,Regular Taxi CO2 Emission,Black Cab CO2 Emission,Coach Bus CO2 Emission,Projected_Transport,Projected_CO2,CO2_Savings,CO2_Savings_Percent
London,Belfast,London - Belfast,2,1051.68,256.93,181.18,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Belfast,London,Belfast - London,2,1051.68,256.93,232.18,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,253.614880647,98.70971885221655
London,Belfast,London - Belfast,2,1059.68,258.88,112.98,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,255.487632931,98.68959862909456
Belfast,Ljubljana,Belfast - Ljubljana,2,1723.84,332.08,349.02,2304.123,United Kingdom,Slovenija,International rail,10.274084457,342.427239645,470.098695075,62.628367263,Train,10.274084457,321.80591554299997,96.90614175590218
London,Belfast,London - Belfast,2,1059.68,258.88,202.98,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,255.487632931,98.68959862909456
Belfast,London,Belfast - London,2,1059.68,258.88,193.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,255.564880647,98.71943782717861
Birmingham,Glasgow,Birmingham - Glasgow,2,837.03,204.49,251.6,466.332,United Kingdom,United Kingdom,International rail,2.079374388,69.30393018,95.1433863,12.675370092,Train,2.079374388,202.41062561200002,98.98314128417039
London,Belfast,London - Belfast,2,1051.68,256.93,208.18,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Belfast,London,Belfast - London,2,1007.69,246.18,221.68,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,272.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Nice,London - Nice,2,2001.76,306.23,339.94,1407.907,United Kingdom,France,International rail,6.277857313,209.23609880499998,287.248225675,38.268320167,Train,6.277857313,299.952142687,97.94995352741402
Zagreb,Dublin,Zagreb - Dublin,2,3625.63,554.65,234.7,2243.155,Hrvatska,Éire / Ireland,International rail,10.002228145000002,333.366480325,457.65969887500006,60.97119605500001,Train,10.002228145000002,544.647771855,98.19665948886686
Zagreb,Dublin,Zagreb - Dublin,2,3625.63,554.65,234.7,2243.155,Hrvatska,Éire / Ireland,International rail,10.002228145000002,333.366480325,457.65969887500006,60.97119605500001,Train,10.002228145000002,544.647771855,98.19665948886686
Belfast,London,Belfast - London,2,1007.69,246.18,124.21,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Belfast,London,Belfast - London,2,993.41,242.69,168.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,239.374880647,98.63401073262187
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,125.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Belfast,London - Belfast,2,1051.68,256.93,228.34,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,355.34,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,208.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Belfast,London,Belfast - London,2,1007.69,246.18,346.68,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Belfast,Paris,Belfast - Paris,2,864.66,211.24,514.41,1221.961,United Kingdom,France,International rail,5.4487240990000005,181.601734015,249.31059302500003,33.214121941,Train,5.4487240990000005,205.791275901,97.42060021823518
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,264.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Manchester,Paris,Manchester - Paris,2,1182.04,288.77,235.54,800.561,United Kingdom,France,International rail,3.5697014990000002,118.975373015,163.334458025,21.760048541,Train,3.5697014990000002,285.20029850099996,98.76382536309173
London,Belfast,London - Belfast,2,1051.68,256.93,438.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1007.69,246.18,490.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Paris,Belfast,Paris - Belfast,2,864.66,211.24,384.34,1219.024,France,United Kingdom,International rail,5.435628016,181.16525176,248.71137159999998,33.134291344,Train,5.435628016,205.804371984,97.42679984093921
Manchester,Paris,Manchester - Paris,2,1182.04,288.77,49.48,800.561,United Kingdom,France,International rail,3.5697014990000002,118.975373015,163.334458025,21.760048541,Train,3.5697014990000002,285.20029850099996,98.76382536309173
Manchester,Paris,Manchester - Paris,2,1182.04,288.77,113.03,800.561,United Kingdom,France,International rail,3.5697014990000002,118.975373015,163.334458025,21.760048541,Train,3.5697014990000002,285.20029850099996,98.76382536309173
London,Belfast,London - Belfast,2,1051.68,256.93,309.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1007.69,246.18,434.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
London,Belfast,London - Belfast,2,1007.69,246.18,434.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,213.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Belfast,London - Belfast,2,1051.68,256.93,210.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,210.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Birmingham,Glasgow,Birmingham - Glasgow,2,837.03,204.49,265.6,466.332,United Kingdom,United Kingdom,International rail,2.079374388,69.30393018,95.1433863,12.675370092,Train,2.079374388,202.41062561200002,98.98314128417039
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,203.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Belfast,London,Belfast - London,2,1007.69,246.18,142.68,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Brest,Manchester,Brest - Manchester,2,1107.66,270.6,282.0,711.612,France,United Kingdom,International rail,3.1730779080000002,105.75621738,145.1866383,19.342325772,Train,3.1730779080000002,267.42692209200004,98.82739175609757
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,366.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Manchester,Paris,Manchester - Paris,2,1164.69,284.53,508.64,800.561,United Kingdom,France,International rail,3.5697014990000002,118.975373015,163.334458025,21.760048541,Train,3.5697014990000002,280.96029850099995,98.7454041756581
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,257.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Tbessa,Belfast,Tbessa - Belfast,2,4817.89,737.04,154.32,3286.397,Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر,United Kingdom,International rail,14.654044223000001,488.40789015499996,670.507147925,89.327556857,Train,14.654044223000001,722.3859557769999,98.01177083699663
London,Belfast,London - Belfast,2,1051.68,256.93,203.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,351.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,203.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,207.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Belfast,London,Belfast - London,2,1007.69,246.18,223.21,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Glasgow,Birmingham,Glasgow - Birmingham,2,837.03,204.49,61.98,466.18,United Kingdom,United Kingdom,International rail,2.07869662,69.2813407,95.1123745,12.67123858,Train,2.07869662,202.41130338000002,98.98347272727274
London,Belfast,London - Belfast,2,1007.69,246.18,435.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
London,Belfast,London - Belfast,2,1007.69,246.18,260.74,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Bristol,Belfast,Bristol - Belfast,2,867.14,211.84,87.98,690.77,United Kingdom,United Kingdom,International rail,3.08014343,102.65878355,140.93434925,18.77581937,Train,3.08014343,208.75985657,98.54600480079306
Belfast,Bristol,Belfast - Bristol,2,867.14,211.84,74.98,691.578,United Kingdom,United Kingdom,International rail,3.083746302,102.77886446999999,141.09920145,18.797781618,Train,3.083746302,208.756253698,98.54430404928247
Belfast,London,Belfast - London,2,1007.69,246.18,466.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
London,Ljubljana,London - Ljubljana,2,2411.89,368.97,165.98,1562.468,United Kingdom,Slovenija,International rail,6.967044812000001,232.20618182,318.78253370000004,42.469442708,Train,6.967044812000001,362.00295518800004,98.11175845949536
Belfast,London,Belfast - London,2,1092.65,266.94,67.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,263.624880647,98.75810318685848
Glasgow,London,Glasgow - London,2,1109.97,271.17,171.75,648.939,United Kingdom,United Kingdom,International rail,2.8936190010000002,96.44206948499999,132.399779475,17.638810959,Train,2.8936190010000002,268.276380999,98.93291330125015
London,Belfast,London - Belfast,2,1092.65,266.94,100.98,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,263.547632931,98.72916495504607
Belfast,London,Belfast - London,2,1007.69,246.18,206.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
London,Belfast,London - Belfast,2,1051.68,256.93,205.18,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
London,Belfast,London - Belfast,2,1051.68,256.93,226.18,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Belfast,Paris,Belfast - Paris,2,864.66,211.24,279.41,1221.961,United Kingdom,France,International rail,5.4487240990000005,181.601734015,249.31059302500003,33.214121941,Train,5.4487240990000005,205.791275901,97.42060021823518
Belfast,London,Belfast - London,2,1007.69,246.18,186.74,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,127.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Glasgow,London,Glasgow - London,2,1109.97,271.17,281.28,648.939,United Kingdom,United Kingdom,International rail,2.8936190010000002,96.44206948499999,132.399779475,17.638810959,Train,2.8936190010000002,268.276380999,98.93291330125015
Glasgow,London,Glasgow - London,2,1123.07,274.37,193.74,648.939,United Kingdom,United Kingdom,International rail,2.8936190010000002,96.44206948499999,132.399779475,17.638810959,Train,2.8936190010000002,271.476380999,98.94535882166417
Belfast,London,Belfast - London,2,1007.69,246.18,146.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,30.06,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Belfast,London - Belfast,2,1007.69,246.18,280.74,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Bordeaux,Dublin,Bordeaux - Dublin,2,2075.5,317.51,79.07,1623.229,France,Éire / Ireland,International rail,7.237978111,241.236177835,331.17929672500003,44.120987449000005,Train,7.237978111,310.272021889,97.72039365342823
Ljubljana,Frankfurt,Ljubljana - Frankfurt,2,1695.16,314.98,398.8,801.688,Slovenija,Deutschland,International rail,3.5747267920000003,119.14286211999999,163.5643942,21.790681528,Train,3.5747267920000003,311.40527320800004,98.86509404025652
Graz,Amsterdam,Graz - Amsterdam,2,1718.2,331.22,206.0,1144.445,Österreich,Nederland,International rail,5.103080255,170.081693675,233.495391125,31.107159545,Train,5.103080255,326.116919745,98.45930793581306
Glasgow,London,Glasgow - London,2,1109.97,271.17,99.75,648.939,United Kingdom,United Kingdom,International rail,2.8936190010000002,96.44206948499999,132.399779475,17.638810959,Train,2.8936190010000002,268.276380999,98.93291330125015
Belfast,London,Belfast - London,2,1007.69,246.18,181.74,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,231.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Belfast,London - Belfast,2,1007.69,246.18,287.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
London,Belfast,London - Belfast,2,1051.68,256.93,147.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,125.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Dublin,Amsterdam,Dublin - Amsterdam,2,1707.43,329.57,141.7,1130.714,Éire / Ireland,Nederland,International rail,5.041853726,168.04106111,230.69392385,30.733937234,Train,5.041853726,324.528146274,98.47017212549686
Dublin,Amsterdam,Dublin - Amsterdam,2,1707.43,329.57,141.7,1130.714,Éire / Ireland,Nederland,International rail,5.041853726,168.04106111,230.69392385,30.733937234,Train,5.041853726,324.528146274,98.47017212549686
Dublin,Amsterdam,Dublin - Amsterdam,2,1707.43,329.57,141.7,1130.714,Éire / Ireland,Nederland,International rail,5.041853726,168.04106111,230.69392385,30.733937234,Train,5.041853726,324.528146274,98.47017212549686
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,127.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Dublin,Ljubljana,Dublin - Ljubljana,2,1729.0,264.5,120.2,2143.512,Éire / Ireland,Slovenija,International rail,9.557920008000002,318.55803588000003,437.3300358000001,58.26279967200001,Train,9.557920008000002,254.942079992,96.38641965671077
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,127.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,192.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
"Venice, Venezia",Belfast,"Venice, Venezia - Belfast",2,1655.19,299.22,91.46,2268.461,Italia,United Kingdom,International rail,10.115067599,337.127331515,462.822755525,61.65903844099999,Train,10.115067599,289.10493240100004,96.61952155637992
London,Belfast,London - Belfast,2,1007.69,246.18,223.11,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Belfast,London,Belfast - London,2,1007.69,246.18,148.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Paris,Belfast,Paris - Belfast,2,864.66,211.24,182.06,1219.024,France,United Kingdom,International rail,5.435628016,181.16525176,248.71137159999998,33.134291344,Train,5.435628016,205.804371984,97.42679984093921
London,Belfast,London - Belfast,2,1007.69,246.18,317.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
London,Belfast,London - Belfast,2,1007.69,246.18,317.68,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Birmingham,Glasgow,Birmingham - Glasgow,2,837.03,204.49,199.6,466.332,United Kingdom,United Kingdom,International rail,2.079374388,69.30393018,95.1433863,12.675370092,Train,2.079374388,202.41062561200002,98.98314128417039
London,Belfast,London - Belfast,2,1007.69,246.18,234.98,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,242.78763293100002,98.62199729100658
Belfast,London,Belfast - London,2,1007.69,246.18,149.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,287.18,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
London,Belfast,London - Belfast,2,1051.68,256.93,147.2,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,253.53763293100002,98.67965318608182
Dublin,Ljubljana,Dublin - Ljubljana,2,1695.16,314.98,290.9,2143.512,Éire / Ireland,Slovenija,International rail,9.557920008000002,318.55803588000003,437.3300358000001,58.26279967200001,Train,9.557920008000002,305.422079992,96.9655470163185
Dublin,Ljubljana,Dublin - Ljubljana,2,1695.16,314.98,271.7,2143.512,Éire / Ireland,Slovenija,International rail,9.557920008000002,318.55803588000003,437.3300358000001,58.26279967200001,Train,9.557920008000002,305.422079992,96.9655470163185
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,192.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,148.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,254.8,580.84,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,249.899599131,98.07676574999999
London,Belfast,London - Belfast,2,1059.68,258.88,356.46,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,255.487632931,98.68959862909456
London,Belfast,London - Belfast,2,1059.68,258.88,322.98,760.791,United Kingdom,United Kingdom,International rail,3.3923670690000005,113.064954465,155.22038377500002,20.679060171000003,Train,3.3923670690000005,255.487632931,98.68959862909456
Belfast,London,Belfast - London,2,1007.69,246.18,195.21,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Zagreb,Amsterdam,Zagreb - Amsterdam,2,1849.53,351.31,195.8,1325.085,Hrvatska,Nederland,International rail,5.908554015000001,196.927507275,270.350467125,36.017135385,Train,5.908554015000001,345.401445985,98.31813668412514
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,125.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Belfast,Bristol,Belfast - Bristol,2,867.14,211.84,103.98,691.578,United Kingdom,United Kingdom,International rail,3.083746302,102.77886446999999,141.09920145,18.797781618,Train,3.083746302,208.756253698,98.54430404928247
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,125.12,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Belfast,Bristol,Belfast - Bristol,2,867.14,211.84,157.98,691.578,United Kingdom,United Kingdom,International rail,3.083746302,102.77886446999999,141.09920145,18.797781618,Train,3.083746302,208.756253698,98.54430404928247
Belfast,London,Belfast - London,2,1007.69,246.18,172.98,743.467,United Kingdom,United Kingdom,International rail,3.315119353,110.49034820499999,151.685854675,20.208176527,Train,3.315119353,242.864880647,98.65337584166058
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,241.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Edinburgh,London,Edinburgh - London,2,1068.03,260.92,127.65,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,258.076455569,98.91018533228576
Edinburgh,London,Edinburgh - London,2,1068.03,262.6,123.1,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,259.756455569,98.917157490099
Bristol,Belfast,Bristol - Belfast,2,867.14,213.2,135.98,690.77,United Kingdom,United Kingdom,International rail,3.08014343,102.65878355,140.93434925,18.77581937,Train,3.08014343,210.11985657,98.55527981707317
London,Edinburgh,London - Edinburgh,2,1068.03,262.6,165.1,662.535,United Kingdom,United Kingdom,International rail,2.954243565,98.46263902499999,135.173703375,18.008363835,Train,2.954243565,259.645756435,98.87500245049505
Edinburgh,London,Edinburgh - London,2,1068.03,262.6,220.0,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,259.756455569,98.917157490099
Edinburgh,London,Edinburgh - London,2,1068.03,262.6,197.95,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,259.756455569,98.917157490099
