Origin City,Destination City,Routing,Segment Count,Distance,CO2 Emission,Air Expense,Road Distance,Origin Country,Destination Country,Travel Type,Train_CO2 Emission,Regular Taxi CO2 Emission,Black Cab CO2 Emission,Coach Bus CO2 Emission,Projected_Transport,Projected_CO2,CO2_Savings,CO2_Savings_Percent
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,475.41,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,386.98,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,387.08,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,277.27,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Manchester,Nice,Manchester - Nice,2,2567.53,387.75,144.36,1728.162,United Kingdom,France,International rail,7.705874358000001,256.83079563,352.58825205000005,46.973171322,Train,7.705874358000001,380.044125642,98.01266941121857
Manchester,Nice,Manchester - Nice,2,2567.53,387.75,144.36,1728.162,United Kingdom,France,International rail,7.705874358000001,256.83079563,352.58825205000005,46.973171322,Train,7.705874358000001,380.044125642,98.01266941121857
Manchester,Nice,Manchester - Nice,2,2567.53,387.75,148.36,1728.162,United Kingdom,France,International rail,7.705874358000001,256.83079563,352.58825205000005,46.973171322,Train,7.705874358000001,380.044125642,98.01266941121857
Manchester,Nice,Manchester - Nice,2,2567.53,387.75,102.88,1728.162,United Kingdom,France,International rail,7.705874358000001,256.83079563,352.58825205000005,46.973171322,Train,7.705874358000001,380.044125642,98.01266941121857
London,Nice,London - Nice,2,2001.76,302.31,63.98,1407.907,United Kingdom,France,International rail,6.277857313,209.23609880499998,287.248225675,38.268320167,Train,6.277857313,296.032142687,97.92337093943301
London,Nice,London - Nice,2,2001.76,302.31,49.89,1407.907,United Kingdom,France,International rail,6.277857313,209.23609880499998,287.248225675,38.268320167,Train,6.277857313,296.032142687,97.92337093943301
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,405.74,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Edinburgh,London,Edinburgh - London,2,1068.03,262.6,166.1,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,259.756455569,98.917157490099
London,Nice,London - Nice,2,2001.76,302.31,102.86,1407.907,United Kingdom,France,International rail,6.277857313,209.23609880499998,287.248225675,38.268320167,Train,6.277857313,296.032142687,97.92337093943301
Montpellier,London,Montpellier - London,2,962.01,236.53,139.6,1202.24,France,United Kingdom,International rail,5.36078816,178.6708976,245.28701600000002,32.678085440000004,Train,5.36078816,231.16921184,97.73356945841965
Bristol,Edinburgh,Bristol - Edinburgh,2,1019.54,250.67,104.98,601.775,United Kingdom,United Kingdom,International rail,2.6833147250000002,89.432791625,122.777144375,16.356846275,Train,2.6833147250000002,247.98668527499999,98.92954293493437
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,466.88,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,468.08,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Montpellier,London,Montpellier - London,2,962.01,236.53,350.1,1202.24,France,United Kingdom,International rail,5.36078816,178.6708976,245.28701600000002,32.678085440000004,Train,5.36078816,231.16921184,97.73356945841965
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,385.39,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,573.37,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,311.76,884.15,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,305.51648590499997,97.99733317455734
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,311.76,854.15,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,305.51648590499997,97.99733317455734
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,311.76,854.15,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,305.51648590499997,97.99733317455734
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,300.41,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,478.6,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,438.9,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,412.98,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,256.86,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,311.76,399.95,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,305.51648590499997,97.99733317455734
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,284.87,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Zagreb,London,Zagreb - London,2,2737.52,413.42,321.87,1655.634,Hrvatska,United Kingdom,International rail,7.382472006,246.05204691,337.79072685,45.001787754,Train,7.382472006,406.037527994,98.21429248560786
Montpellier,London,Montpellier - London,2,962.01,236.53,166.1,1202.24,France,United Kingdom,International rail,5.36078816,178.6708976,245.28701600000002,32.678085440000004,Train,5.36078816,231.16921184,97.73356945841965
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,292.04,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,322.97,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,473.87,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,334.76,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,434.17,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,379.84,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,643.27,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,648.36,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,407.81,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,394.67,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,334.66,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
London,Milan,London - Milan,2,1796.93,271.37,155.57,1268.774,United Kingdom,Italia,International rail,5.657463266,188.55884801,258.86161534999997,34.486546094,Train,5.657463266,265.712536734,97.91522155507242
London,Milan,London - Milan,2,1796.93,271.37,100.0,1268.774,United Kingdom,Italia,International rail,5.657463266,188.55884801,258.86161534999997,34.486546094,Train,5.657463266,265.712536734,97.91522155507242
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,613.59,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,606.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Manchester,Munich,Manchester - Munich,2,2263.4,341.82,736.9,1474.48,United Kingdom,Deutschland,International rail,6.574706320000001,219.1298452,300.830782,40.077840880000004,Train,6.574706320000001,335.24529368,98.07655891404833
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,377.28,676.8,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,372.37959913099996,98.7011236034245
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,754.17,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,709.89,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,285.11,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,562.98,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,395.08,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,398.16,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,557.1,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,648.76,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,648.76,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,572.7,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,325.89,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,647.0,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,626.31,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,661.8,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,529.7,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,766.51,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Edinburgh,Cardiff,Edinburgh - Cardiff,2,1012.95,249.05,283.11,629.914,United Kingdom,United Kingdom,International rail,2.808786526,93.61466911,128.51820385,17.121692434,Train,2.808786526,246.241213474,98.87219974864485
Montpellier,London,Montpellier - London,2,962.01,236.53,129.1,1202.24,France,United Kingdom,International rail,5.36078816,178.6708976,245.28701600000002,32.678085440000004,Train,5.36078816,231.16921184,97.73356945841965
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,659.99,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
Edinburgh,Leipzig,Edinburgh - Leipzig,2,1331.62,229.5,268.45,1656.681,United Kingdom,Deutschland,International rail,7.387140579,246.207646815,338.00434102500003,45.030246261,Train,7.387140579,222.112859421,96.7812023620915
Leipzig,Edinburgh,Leipzig - Edinburgh,2,1331.62,229.5,161.7,1654.103,Deutschland,United Kingdom,International rail,7.375645277000001,245.824517345,337.47836457500006,44.960173643000005,Train,7.375645277000001,222.124354723,96.78621120827887
Manchester,Toronto,Manchester - Toronto,2,11031.66,1631.25,734.6,,United Kingdom,Canada,International rail,,,,,Train,,,
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,412.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,626.61,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,561.9,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,453.0,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,412.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,403.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,489.6,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Manchester,Munich,Manchester - Munich,2,2263.4,341.82,366.0,1474.48,United Kingdom,Deutschland,International rail,6.574706320000001,219.1298452,300.830782,40.077840880000004,Train,6.574706320000001,335.24529368,98.07655891404833
Edinburgh,London,Edinburgh - London,2,1068.03,262.6,264.9,637.709,United Kingdom,United Kingdom,International rail,2.8435444309999998,94.77312303499998,130.108578725,17.333568329,Train,2.8435444309999998,259.756455569,98.917157490099
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,426.57,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,465.78,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,336.88,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,430.04,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,568.1,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,583.01,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,434.0,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,467.62,458.85,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,461.376485905,98.66483168063812
Edinburgh,Frankfurt,Edinburgh - Frankfurt,2,2064.34,311.76,271.55,1400.205,United Kingdom,Deutschland,International rail,6.243514095,208.09146607499997,285.676825125,38.058972104999995,Train,6.243514095,305.51648590499997,97.99733317455734
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,449.37,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,585.71,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,209.96,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,335.16,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,355.6,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Edinburgh,Cardiff,Edinburgh - Cardiff,2,1012.95,249.05,263.17,629.914,United Kingdom,United Kingdom,International rail,2.808786526,93.61466911,128.51820385,17.121692434,Train,2.808786526,246.241213474,98.87219974864485
Glasgow,London,Glasgow - London,2,1109.97,272.91,460.89,648.939,United Kingdom,United Kingdom,International rail,2.8936190010000002,96.44206948499999,132.399779475,17.638810959,Train,2.8936190010000002,270.01638099900003,98.93971675607344
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,436.49,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
London,Montpellier,London - Montpellier,2,1797.18,271.41,244.08,1218.291,United Kingdom,France,International rail,5.432359569,181.05631696499998,248.561821275,33.114367671,Train,5.432359569,265.977640431,97.99846742234995
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,709.1,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
London,Frankfurt,London - Frankfurt,2,1241.76,305.31,362.16,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,301.837620635,98.86267093609774
Edinburgh,Cardiff,Edinburgh - Cardiff,2,1012.95,249.05,210.17,629.914,United Kingdom,United Kingdom,International rail,2.808786526,93.61466911,128.51820385,17.121692434,Train,2.808786526,246.241213474,98.87219974864485
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,321.41,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,541.2,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,377.28,617.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,372.37959913099996,98.7011236034245
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,377.28,617.5,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,372.37959913099996,98.7011236034245
Ljubljana,London,Ljubljana - London,2,1263.57,310.67,314.3,1555.635,Slovenija,United Kingdom,International rail,6.936576465000001,231.190695525,317.38843087500004,42.283714935,Train,6.936576465000001,303.73342353500004,97.76722037370844
Ljubljana,London,Ljubljana - London,2,1263.57,310.67,554.3,1555.635,Slovenija,United Kingdom,International rail,6.936576465000001,231.190695525,317.38843087500004,42.283714935,Train,6.936576465000001,303.73342353500004,97.76722037370844
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,268.97,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Frankfurt,Manchester,Frankfurt - Manchester,2,1665.56,251.53,622.1,1099.557,Deutschland,United Kingdom,International rail,4.902924663,163.41066355499999,224.337116925,29.887058817,Train,4.902924663,246.627075337,98.05075948674114
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,688.9,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Edinburgh,Cardiff,Edinburgh - Cardiff,2,1012.95,249.05,325.17,629.914,United Kingdom,United Kingdom,International rail,2.808786526,93.61466911,128.51820385,17.121692434,Train,2.808786526,246.241213474,98.87219974864485
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,254.87,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,580.31,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,663.68,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,427.38,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Paris,Manchester - Paris,2,900.12,221.31,219.36,800.561,United Kingdom,France,International rail,3.5697014990000002,118.975373015,163.334458025,21.760048541,Train,3.5697014990000002,217.740298501,98.38701301387195
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,258.27,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,209.97,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,251.53,563.18,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,246.629599131,98.05176286367431
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,630.98,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Glasgow,Bristol,Glasgow - Bristol,2,1022.85,251.49,339.98,597.05,United Kingdom,United Kingdom,International rail,2.66224595,88.73058574999999,121.81312625,16.22841605,Train,2.66224595,248.82775405,98.94141081156307
Edinburgh,Cardiff,Edinburgh - Cardiff,2,1012.95,249.05,210.17,629.914,United Kingdom,United Kingdom,International rail,2.808786526,93.61466911,128.51820385,17.121692434,Train,2.808786526,246.241213474,98.87219974864485
Birmingham,Frankfurt,Birmingham - Frankfurt,2,1530.56,376.32,531.71,966.653,United Kingdom,Deutschland,International rail,4.310305727,143.659135595,197.22137832500002,26.274595193,Train,4.310305727,372.009694273,98.85461688802083
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,329.67,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,695.9,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
Glasgow,Frankfurt,Glasgow - Frankfurt,2,2166.39,327.17,578.89,1402.91,United Kingdom,Deutschland,International rail,6.255575690000001,208.49346965,286.22871275000006,38.132496710000005,Train,6.255575690000001,320.91442431,98.08797393098389
London,Frankfurt,London - Frankfurt,2,1308.3,321.67,648.37,778.735,United Kingdom,Deutschland,International rail,3.472379365,115.731702025,158.881408375,21.166796035,Train,3.472379365,318.197620635,98.92051501072527
Glasgow,Bristol,Glasgow - Bristol,2,1022.85,251.49,125.98,597.05,United Kingdom,United Kingdom,International rail,2.66224595,88.73058574999999,121.81312625,16.22841605,Train,2.66224595,248.82775405,98.94141081156307
Manchester,Frankfurt,Manchester - Frankfurt,2,1665.56,314.41,983.8,1098.991,United Kingdom,Deutschland,International rail,4.900400869,163.326547465,224.221638775,29.871674371,Train,4.900400869,309.509599131,98.44139789796762
